product_urls,product_names,product_prices,product_ratings,product_reviews,descriptions,product_descriptions,product_asins,product_manufactures
https://www.amazon.in//Skybags-Unisex-Grey-Jacqard-Laptop/dp/B09ZV9SLBJ/ref=sr_1_101?crid=2M096C61O4MLT&keywords=bags&qid=1688756544&sprefix=ba%2Caps%2C283&sr=8-101,Skybags Unisex Grey Jacqard 34L Laptop Bags,"₹1,009",3.8,54,"Care Instructions: Hand Wash OnlyIdeal for a working professional travelling to work by bus, train, ola/uber/cab etc. Laptop compatibility & professional looking backpack","Ideal for a working professional travelling to work by bus, train, ola/uber/cab etc. Laptop compatibility & professional looking backpack", B09ZV9SLBJ, Atulitu  Agency
https://www.amazon.in//Sfane-Women-Trendy-Black-Duffel/dp/B07GCR84D9/ref=sr_1_102?crid=2M096C61O4MLT&keywords=bags&qid=1688756544&sprefix=ba%2Caps%2C283&sr=8-102,"Sfane Polyester 9.05 Black Men & Women Trendy Black Sports Duffle Gym Bag, Shoulder Bag",₹327,4.2,"1,216","Premium Durable Material - This bag is made of high quality,durable material.Multi-Purpose & Any Occasions - Perfect Duffle Bag for hiking, family holiday, vacation, sports, a short trip, gym, work, beach, used as a overnight bag, a short journey bag, a weekender bag, gym bag, sports duffel bag.","Sfane Sports Bag practical everyday sizing make it great for hauling just about anything. Big Compartment holds Sports Clothing, Gloves, Shaker, Sports ball, Sports Accessories, etc. Or anything that might be wet or soiled. High quality provide years of dependable service. Made in India.", B07GCR84D9, SKYTONE
https://www.amazon.in//FUR-JADEN-Waterproof-Charging-BM25_Grey/dp/B07FM9BSKW/ref=sr_1_103?crid=2M096C61O4MLT&keywords=bags&qid=1688756544&sprefix=ba%2Caps%2C283&sr=8-103,FUR JADEN 15.6 Anti Theft Laptop Backpack with USB Charging Port Unisex Bag for College Office Suitable for Men Women,₹749,4,"6,107","KEY FEATURES - Grey Colour Laptop Backpack for Men and Women for Stylish Office use as well as for Trendy College students. Huge compartment size that can fit upto a 15.6 inch Laptop with ease. Multiple pockets for other accessories.Charging On the Go - Now charge your phone on the go while travelling without the hassle of holding the bulky power bank in your pocket or in your hand. Simple Connect your Powerbank to the wire inside the Bag and leave it in the bag. When you want to charge your phone, just connect your phone charger to the bag and your phone will start charging. IMPORTANT NOTE: We do NOT provide Free Portable Charger with the BagAnti Theft Design - This backpack by Fur Jaden has anti theft design where zipper of the main pocket is hidden at the back. No thief, intruder or robber can find a way to open the backpack, making this totally theft proof. There are secret pockets on the shoulder strap and on the sides of the bag allowing us to keep travel documents, boarding pass, credit cards, mobile phone, earphones etc.Essence of Fur Jaden - We craft signature Laptop Backpacks and Casual Backpacks that are young, vibrant and fashionable, and yet a celebration of timeless style, luxe and sophistication. We strive to make thoughtful designs that are high on aesthetics as well as on utility and functionality.WARRANTY- 6 Month Manufacturer Warranty. 100% Genuine Fur Jaden Men products, 10 days No Question asked replacement guarantee from the date of delivery.","Fur Jaden is inspired by the generation of young achievers. They aim to craft accessories with thoughtful design, good aesthetics and functionality which could accompany many confident men and women who face their urban adventures with effortless charm, cool confidence, and fearless spirit. Fur Jaden brings to you a stylish gray multi-feature back pack, that distinguishes you from the crowd. Its features include Anti-theft zipper configuration, on the go charging port, water-resistance, lightweight and spacious design.Made to TravelThis one backpack can serve you on different missions of your busy and adventurous life style.Made to TravelThis one backpack can serve you on different missions of your busy and adventurous life style.Anti-TheftThe Anti-theft feature is apt to protect your gadgets and belongings from being stolen while you travel. The zipper is enclosed on the back and is hidden from the views of those who try to pickpocket without your awareness.Multiple CompartmentsThe backpack features multiple compartments that you may use for your laptop and other essentials. There is also a zipper enclosed compartment to let you carry maps, documents or other light and slender materials.Water ResistantUse this bag all year round, and keep your laptop and other belongings safe from dust and stains or unexpected showers. This Fur Jaden backpack is made of water-resistant polymer material.Light-WeightWeighing less than a kilogram, the backpack is capable of housing a laptop of up to 15.6 inches. The backpack does not impose much weight on the user.USB Charging PointA remarkable feature of this backpack allows you to charge your phone while you are on the move. With an attached charging dock, you may connect a portable power bank with ease. You can connect a battery pack on the inside of your bag to your device on the outside.Adjustable StrapsThe straps are adjustable. They are designed to distribute the weight equally on each shoulder preventing any sort of discomfort. Use this back pack for office, college/school or during travels.", B07FM9BSKW, Auxter
https://www.amazon.in//DZert-Panda-School-Backpacks-Cartoon/dp/B07WSBV3BN/ref=sr_1_104?crid=2M096C61O4MLT&keywords=bags&qid=1688756544&sprefix=ba%2Caps%2C283&sr=8-104,DZert Kids School Bag Soft Plush Backpacks Cartoon Boys Girls Baby (2-5 Years),₹249,3.7,"11,880","Non-Toxic and soft fabric good quality and washableSoft and cuddly filling printed workSoft toy school bag for kids, travelling bag, carry bag, picnic bag, teddy bagVery attractive to make you have a good feeling all the time, gift this soft, smooth and cuddly teddy as a great gift to your loved onetrap Type: Shoulder Strap; Color Name: Red; Warranty Description: No Warranty; Water Resistance Level: Not Water Resistant; Closure Type: Zipper","Comfortable for KidsThe toddler backpack features a friendly Cartoon Face, top hanging loop, crafted details, and a fun, matching zipper pull that’s designed for little hands.SPACIOUS COMPARTMENTThe backpack is designed in a form of which will be really treasured by your kid. The bright color is very eye catchy and your kid will love to carry with them all time.Adjustable and Breathable Back StrapsThe toddler backpack features two adjustable shoulder straps and a top handle that fit small children of all ages and allows you to comfortably and easily adjust this backpack to fit boys and girls of different sizes.Light weight, Comfortable and WashableThis cute little backpack is light & the back system is breathable, so your baby will not experience pressure on his shoulder.The bag is designed to keep your cutie's comfort in mind, hence your baby will enjoy a happy time wearing it.This backpack is made with quality fabric and is washable. It will retain its color & shape even after a long time of use.Fun Gifting OptionBring fun to your kid’s playtime and make your loved ones feel special on birthdays, anniversaries, and other occasions as you present them with this adorable, huggable school bag!DZert is an Indian brand founded in 2014. All its products are designed & made in India to appeal to young parents for their cute little munchkin's comfort.", B07WSBV3BN, Rushi  Enterprise
https://www.amazon.in//ZIPLINE-Polyester-Backpack-Children-Daypack/dp/B07XVMVV77/ref=sr_1_105?crid=2M096C61O4MLT&keywords=bags&qid=1688756544&sprefix=ba%2Caps%2C283&sr=8-105,Zipline Unisex casual polyester 36 L Backpack School Bag Women Men Boys Girls children Daypack College Bag Book School Sports Bag Weekend Bag,₹843,4,"5,934","Care Instructions: Hand Wash OnlyMULTI-FUNCTION COMPARTMENT: ZIPLINE backpack for men features with multiple storage compartments and for additional supplies and accessories such as your, iPhone, iPad, pen, keys, wallet, books, clothes, bottle, passport and more.DURABLE MATERIAL: The school bag for boys is made up of superior quality which is durable, eco-friendly waterproof and anti-scratch polyester and featuring a reinforced bottom to withstand heavy use, perfect for business, travel, school and other outdoor activities.COMFORTABLE DESIGN: Our school bag for boys ""S"" Curve is adjustable, heavily padded shoulder straps and back panel make the school bag more comfortable to wear even when loaded with all your gear; Compact: Backpack for men has a roomy three compartment, front zipper pockets to hold small accessories, one internal security zippered pocket for valuable items and side pockets for water bottle or umbrella and thus it is best school bags for boys.Size:18*13*9 inch(L*W*H), Capacity: The college bag has capacity of 36.5L which is bigger than others of the same style. Good size for school bags, college bag, camping, travel, shopping, hiking, climbing, vintage backpack for men and women.; Age Range Description: Kid; Special Features: Water Bottle Umbrella Pouch; Pocket Description: Utility PocketCompartment Description: The backpack for men is not laptop compatible; Warranty Description: 1 Year From The Date Of Purchase, Water Resistance Level: Waterproof","Make your own style statement.Zipline Casual Polyester BackpackFor most of us, backpacks are a part of the daily arsenal – an essential tool for 21st-century life. But even if you’re no stranger to swinging a kettlebell around your back, there’s no escaping the heft this poses. If you need to lug your books or essentials things around all day, you’ll need a backpack. With us, you don’t have to worry about getting the best of it.Features:COMPACTCOMFORTABLE DESIGNDURABLE MATERIALMULTI-FUNCTION COMPARTMENTCOMPACTGet Your Space!Backpack has a roomy Three compartment, front zipper pockets to hold small accessories, one internal security zippered pocket for valuable items and side pockets for water bottle or umbrella.COMFORTABLE DESIGNFinish like no otherOur backpack's ""S"" Curve adjustable, heavily padded shoulder straps and back panel make the backpack comfortable to wear even when loaded with all your gear.DURABLE MATERIALJust the way you like it.Superior quality durable, Natural, waterproof and anti-scratch polyester and featuring a reinforced bottom to withstand heavy use.MULTI-FUNCTION COMPARTMENTPerfect like you.Backpack features multiple storage compartments and features for additional supplies and accessories as your, iPhone, iPad, pen, keys, wallet, books, clothes, bottle, passport and more.", B07XVMVV77,Asus  Shanghai  Korrun  Bag  Luggage  Production  Co  Lt  d
https://www.amazon.in//SKYTONE-Cosmetic-Bag-Cosmetics-Organizer/dp/B0BV358QKF/ref=sr_1_106?crid=2M096C61O4MLT&keywords=bags&qid=1688756544&sprefix=ba%2Caps%2C283&sr=8-106,"SKYTONE Large Capacity Cosmetic Travel Bag, Portable Leather Makeup Storage Bags with Handle and Divider, Wide Opening Cosmetic/Makeup Organizer (Pink)",₹749,4,216,"High-Quality Materials : Travel makeup pouch made of easy-to-clean PU leather fabric, special water-resistant surface to prevent internal products from getting wet.PU Leather makeup bag function : Portable and Lightweight design with handle, Made of high-quality soft PU leather fabric, strong thickness make the bag more durable and easy to clean, special water-resistant surface to prevent internal products from getting wet.No need to worry about messy leaks when traveling.Multifunctional storage makeup bags : This Make up Bags not only can storage your cosmetics, but also Jewelry, Electronic Accessories, Camera, Essential oil, Toiletries, Shaving Kit, glasses,Valuable objects and so on.Convenient and Durable Handle : The zipper of the makeup travel bag opening design is reasonable,It's a easy to handle and very practical zipper pouchWonderful Gift : The travel makeup bag is perfect for daily use or travelling, it's a great gift for women and girls with the gift box on Mother's Day, Women's Day or Christmas .","Make your own style statement.Zipline Casual Polyester BackpackFor most of us, backpacks are a part of the daily arsenal – an essential tool for 21st-century life. But even if you’re no stranger to swinging a kettlebell around your back, there’s no escaping the heft this poses. If you need to lug your books or essentials things around all day, you’ll need a backpack. With us, you don’t have to worry about getting the best of it.Features:COMPACTCOMFORTABLE DESIGNDURABLE MATERIALMULTI-FUNCTION COMPARTMENTCOMPACTGet Your Space!Backpack has a roomy Three compartment, front zipper pockets to hold small accessories, one internal security zippered pocket for valuable items and side pockets for water bottle or umbrella.COMFORTABLE DESIGNFinish like no otherOur backpack's ""S"" Curve adjustable, heavily padded shoulder straps and back panel make the backpack comfortable to wear even when loaded with all your gear.DURABLE MATERIALJust the way you like it.Superior quality durable, Natural, waterproof and anti-scratch polyester and featuring a reinforced bottom to withstand heavy use.MULTI-FUNCTION COMPARTMENTPerfect like you.Backpack features multiple storage compartments and features for additional supplies and accessories as your, iPhone, iPad, pen, keys, wallet, books, clothes, bottle, passport and more.", B0BV358QKF,Cosmus  COSMUS  BAGS  PVT  LTD
https://www.amazon.in//AUXTER-BLACKY-Duffel-Emboss-Black/dp/B07F2H25NP/ref=sr_1_107?crid=2M096C61O4MLT&keywords=bags&qid=1688756544&sprefix=ba%2Caps%2C283&sr=8-107,AUXTER Faux Leather 23 Cms Duffle Bag(AUX_GB_LE_Black -SE__0521_Black),₹429,4.3,"9,211","Material / Dimension : Outer Material - Premium leatherette Fabric, Inner Material – Soft Polyester, Size: 43 cm x 23 cm x 23 cm. (L x B x H), Color : BlackCapacity: 23 Liters, 1 Large Double Zip Closure Compartment, 1 external Mesh Organizer Pocket for the earphones, ID card, Sanitizer, House keys, Fitness Band. 1 Main Compartment for all your Gym Clothes, Gym belt, towel, Gym gloves, shaker, shoe Pair etc.Design: Design with Self Embossed logo On the Premium Leatherette Heavy Quality Material. 3.8 Cm Wide and 125 cm Long Adjustable Handle and Double side easy carry handle.Manufacturing & Warranty: This Product is made in INDIA By “The INDIAN KARIGAR “ and pass though the many quality checks and tests This Product is come With 1 year of Warranty.Suitable: Auxter Black Gym Bag/ Duffel bag is suitable for gym, Day trip bag, casual round bag, travel bag is suitable for men women boys and Girls. This Bag is trending For Gift Purpose","Auxter   BLACKY Gym bag is the perfect companion for your daily workout or as a second   carry-on during your weekend getaway. It made from leather material for   better comfort and durability. The large compartment of the bag for your gym   clothes and other personal items. It has a comfortable, sturdy and adjustable   strap, so it can be used as a handbag or cross bag as you like. It's is   perfect for travel, sports, workout, athletics, fitness, running, jogging,   track and field, basketball, tennis, soccer, football, yoga, swimming,   camping, hiking, overnight and other outdoor activities.Shoulder StrapTwo   reinforced belts on each side of the duffle bag act as handles for a   versatile means of carrying. The long shoulder strap has a buckle which is   fully adjustable to support a customized fit.Large CapacityThis bag   has a spacious compartment with large volume capacity. It is spacious enough   to accommodate your gym clothes and other personal items. When not in use,   this gym bag folds into a flat, compact size, taking up minimal space on a   shelf or in a closet.DurableMade of   quality leather, the bag is of a solid construction with sturdy stitching to   protect against wear and tear. It has a strong two-way zipper closure which   pulls without any resistance.", B07F2H25NP,FLAB  INTERNATIONAL  PRIVATE  LIMITED  FLAB  INTERNATIONAL  PRIVATE  LIMITED  PLOT  NO  357  E  PACE  CITY -2  SEC -37  GURGAON  122001 (HARYANA  INDIA  91  9873326777
https://www.amazon.in//DZert-School-Plush-Backpacks-Cartoon/dp/B08BCP78YF/ref=sr_1_108?crid=2M096C61O4MLT&keywords=bags&qid=1688756544&sprefix=ba%2Caps%2C283&sr=8-108,DZert Kids School Bag Soft Plush Backpacks Cartoon Boys Girls Baby (2-5 Years),₹249,3.7,971,"Care Instructions: Hand Wash OnlyNon-Toxic and soft fabric good quality and washableSoft and cuddly filling printed workSoft toy school bag for kids, travelling bag, carry bag, picnic bag, teddy bagVery attractive to make you have a good feeling all the time, gift this soft, smooth and cuddly teddy as a great gift to your loved onetrap Type: Shoulder Strap; Color Name: Red; Warranty Description: No Warranty; Water Resistance Level: Not Water Resistant; Closure Type: Zipper","DZert Provide Premium quality bags which are non-toxic and made up of soft velvet because our priority is to provide best and high-quality bags/ backpack to your kids.A small bag is ideal for small kids as they can be able to use this bag forSchoolOutdoorsTravelling BagCarry BagPicnic BagChildren organize all your essentials for the trip or for any activity. Adjustable strap and enough space to carry things like,SnacksToysLunchboxFruitsSmall booksPencil boxStationery itemsAge GroupSuitable for 2 to 5 Years KidsGift this soft, smooth bag/ backpack to your loved one..", B08BCP78YF,Tabelito  Trade  India
https://www.amazon.in//BP1501-15-6-inch-Gaming-Laptop-Backpack/dp/B081RLHHCY/ref=sr_1_109?crid=2M096C61O4MLT&keywords=bags&qid=1688756544&sprefix=ba%2Caps%2C283&sr=8-109,Asus ROG BP1501 39.62 cm (15.6-inch) Gaming Laptop Backpack (Black),"₹1,499",4.3,952,"Stylish, gaming-inspired design with the cyber-text pattern and ROG Logo. Material : PolyesterQuick-access exterior pocket for your essential accessoriesGenerous 16L interior for easy transport of an up 15.6-inch laptopIt also features Ghost chain for better security, Large air mesh back & Luggage strap›See more product details","DZert Provide Premium quality bags which are non-toxic and made up of soft velvet because our priority is to provide best and high-quality bags/ backpack to your kids.A small bag is ideal for small kids as they can be able to use this bag forSchoolOutdoorsTravelling BagCarry BagPicnic BagChildren organize all your essentials for the trip or for any activity. Adjustable strap and enough space to carry things like,SnacksToysLunchboxFruitsSmall booksPencil boxStationery itemsAge GroupSuitable for 2 to 5 Years KidsGift this soft, smooth bag/ backpack to your loved one..",B081RLHHCY,1
https://www.amazon.in//COSMUS-Polyester-Navy-Laptop-Backpack/dp/B01FVQLLU0/ref=sr_1_110?crid=2M096C61O4MLT&keywords=bags&qid=1688756544&sprefix=ba%2Caps%2C283&sr=8-110,COSMUS Darwin Navy Blue Laptop Backpack for (15.6 inch),"₹1,333",4.3,"10,020","2 Large compartments, 2 easy access front pocket with organizer section and 2 mesh side pocket<br>; Outer fabric: durable PU coated water resistance polyester fabric<br>; Well cushioned laptop compartment for upto 15.6 inch laptop<br><br>Lining Description: Polyurethane; Pocket Description: Utility Pocket; Closure Type: Zipper Snap; Age Range Description: Adult<br><br>Age Range Description: Adult; Closure Type: Zipper Snap; Lining Description: Polyurethane; Pocket Description: Utility Pocket<br>Warranty Description: 1 Year Warranty Against Manufacturing Defects.<br>›See more product details","Key HighlightsStrong & comfortable Shoulder LashesCosmus gives solid and easily cushioned shoulder lashes causes the pack to feel lighter and more breathable. While giving agreeable help to your back and shoulder.Spacious StorageCosmus understands your needs, that’s why we have 2 Large Compartments + 2 Easy access front Pocket with organizer section & 2 mesh side pocketDedicated PocketsCosmus Bags deeply looks into all your needs, outer mesh pockets for water bottle , umbrella etc . A bag pack for all men & women.Key HighlightsSuperior QualityCosmus bags uses the finest materials, hence durable PU fabric with Water & Heat resistant coating outside while the inner Fabric has strong PU coating for durability and to keep it light weighted inside.Well ProtectedCosmus bags have kept the safety a head always, so Well cushioned Laptop compartment for upto 15.6 inch Laptop.Feather-LightCosmus Bags crafts bag inspired from you, hence the material used are as light as feather.Other FeaturesWeight: 780gm; Dimensions: 14 x 18 x 7 inches (WxHxD)Country of Origin: INDIA. Made In India.",B01FVQLLU0, American  Tourister
