product_urls,product_names,product_prices,product_ratings,product_reviews,descriptions,product_descriptions,product_asins,product_manufactures
https://www.amazon.in//Kleider-Travel-Business-Messenger-Shoulder/dp/B084ZHP97M/ref=sr_1_55?crid=2M096C61O4MLT&keywords=bags&qid=1688756252&sprefix=ba%2Caps%2C283&sr=8-55,DEIN KLEIDER Men's Nylon Messenger Bag,₹349,4,"5,053","ERGONOMIC DESIGN: This ergonomic bag features zippered security pockets in the front, back and main compartment. The front pockets can be used to hold personal items like identification cards, keys and more while the extra pocket located in the back can be used for the storage of sleek items like mobile devices. The main storage pocket also has enough room to hold your gadgets, small water bottle cables, chargers etc. This bag can fit tablets and devices with screen sizes of up to 10.5.<br>WATER, DIRT & SLASH RESISTANT: This cross body bag by Dein Kleider is ideal for people who are adventurous and always on the go. Its padded storage is resistant to water, dirt and even a slash by sharp objects, so you dont have to worry about anything. This bag is durable and heavy duty, ensuring that your gadgets and valuables are safely stored.<br>CRAFTED IN INDIA: Dein Kleider cross body sling is crafted with perfection by professional Indian artisans in an elegant style that makes your presence truly class apart. Its an ideal companion for a comfortable all day carry to school/college, malls, morning walk, office and meetings. It can also be easily used as travel accessory for a train or bus journey.<br>Outer Material Type: Nylon","Spacious and convenient, ideal for use as Messenger Bag.perfect product from DEIN KLEIDER for storing in your Objects to take with you for extra storage.Premium Built QualityKeeping in mind the average usage by an average Indian, this casual backpack is manufactured using top grade nylon and robust hardware to ensure long life.An ideal cross body bag for:SchoolCollegeDaily CommuteTravellingExecise/YogaCross body Sling BagBlackStyle: CasualIdeal For: Students, Executives, Travelers, Daily Commuters, morning walk etc.Material:NylonSpecifications:Premium nylon materialErgonomic designCrafted In IndiaDimensions: 8.75 x 6.25 x 2.75 inchesErgonomic DesignThis cross-body bag comes with an adjustable shoulder strap & a comfortable size so that you can carry all your daily essentials easily.Slim ProfileA light weight design & slim profile makes this bag perfect for carrying all day.Large CapacityWith a main central pocket along with a front and a back zipper pocket, you can carry all your essentials like phone, wallet, diary, tablet, water bottle & much more.A Perfect GiftAn ergonomically great design & premium hardware makes this cross body sling bag a perfect gift for your loved ones.A Perfect GiftAn ergonomically great design & premium hardware makes this cross body sling bag a perfect gift for your loved ones.", B084ZHP97M, Fur  Jaden
https://www.amazon.in//LOOKMUSTER-Waterproof-Backpack-College-Business/dp/B0BS6YGKMC/ref=sr_1_56?crid=2M096C61O4MLT&keywords=bags&qid=1688756252&sprefix=ba%2Caps%2C283&sr=8-56,LOOKMUSTER Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack…,₹494,3.9,32,"Care Instructions: Dry Clean Only30L Capacity: The Backpack has a padded laptop compartment that can fit 15.6 inch laptop. It can also accommodate essentials such as a Lunch box, Charger, Tablet, Books, Power Bank, Wallet, and Sunglass.Multi-Level Organizer: The backpack has a front zipper pocket for the ID card, Sanitizer, House keys, Pen. First compartment with pockets for the earphones, pens, notebook, Fitness Band. Spacious second compartment for all your electronics. Compatible Laptop Size 16 inchErgonomic Design: Thick cushioning around the shoulders and on the back panel makes the backpack super light and comfortable on the move. “S” Shaped shoulder strap distribute the weight of the backpack across your upper body.Made In India: Lookmuster Business Casual Backpack is fully manufactured in India and pass through stringent quality tests and checksWater Resistant Material: Advanced IPX4 coating on the material ensures resistance to water entering from any direction.","Ergonomic Contoured ShapeWith a slim, sleek and compact design you will love how this backpack can look small and compact even though it has 4 spacious compartments to store your gadgets, books, keys and even a water bottle!Fits Your LaptopYou can take along your gadgets with you to office, college or anywhere with this backpack, as it has got allotted storage space that fits a laptop of up-to 16 inches.Strong and LightweightDesigned with great quality materials that are waterproof, tough and durable, this backpack is like no other as it features a lightweight design that is easy to maintain as well.MaterialPolyester is widely popular on account of its durability and toughness. Made of fibres that do not wear down quickly even with daily use and it is resistant to wrinkling and shrinking. The light weight feel of the material also makes it a very in-demand material for backpacks.A Bag for any weatherBe it those stormy rainy season, scorching heat, or freezing winters, this bag can endure as it is crafted, designed and made with quality and tough materials.Spacious StorageFeaturing 4 compartments, the main compartment and a front compartment to store smaller objects/pens/thin notebooks etc. It also includes a laptop sleeve with a Velcro strap for safety.Padded Back StrapsThe back straps of the backpack are padded to give the user maximum support and it made with anti-sweat fabric, giving you the comfort throughout the day.MaterialPolyester is widely popular on account of its durability and toughness. Made of fibres that do not wear down quickly even with daily use and it is resistant to wrinkling and shrinking. The light weight feel of the material also makes it a very in-demand material for backpacks.A Bag for any weatherBe it those stormy rainy season, scorching heat, or freezing winters, this bag can endure as it is crafted, designed and made with quality and tough materials.Spacious StorageFeaturing 4 compartments, the main compartment and a front compartment to store smaller objects/pens/thin notebooks etc. It also includes a laptop sleeve with a Velcro strap for safety.Padded Back StrapsThe back straps of the backpack are padded to give the user maximum support and it made with anti-sweat fabric, giving you the comfort throughout the day.", B0BS6YGKMC, Trajectory  Marketing  LLP
https://www.amazon.in//DZert-School-Polyester-Backpack-White/dp/B07GXYHFCY/ref=sr_1_57?crid=2M096C61O4MLT&keywords=bags&qid=1688756252&sprefix=ba%2Caps%2C283&sr=8-57,DZert Clasy Laptop Bag College Bag for Boys Girls 21 L Blue White,₹339,3.8,"2,463","Capicity: 21 Litres, Weight: 0.4kg; Dimensions: 45cmX29cmX16cm; Outer Material: Polyester; Inner Material: Polyester<br>Water Repellent: Yes; Laptop Compartment: Yes ; Compartments: 2,one front pocket to hold essentials and A mesh stash pocket on one side to accommodate a drinking bottle & other accessories.<br>Utility: Office, College, School, Camping, Weekend trip, Day trip<br>Accessories shown in the picture are not part of the bag.<br>Closure Type: Zipper; Strap Type: Adjustable; Age Range Description: Kid; Warranty Description: No Warranty; Style Name: Daypack Backpacks; Color Name: Blu-Wht; Water Resistance Level: Water Resistant<br>","Capicity: 21 litres, weight: 0. 4kg, dimensions: 45cmx29cmx16cmOuter material: polyester, inner material: polyesterWater repellent: yes,laptop compartment: yes,compartments: 2, one front pocket to hold essentials and a mesh stash pocket on one side to accommodate a drinking bottle and other accessoriesUtility: office, college, school, camping, weekend trip, day tripDzert Casual BackpackPump up your style quotient a notch higher as you step out carrying this Dzert's Casual Backpack. It has a vibrant and stylish design, along with the added benefit of spacious interiors. Made from polyester, this backpack features a blue colour along with the brand name in front.Spacious CompartmentsThe bag has spacious compartments for carrying your belongings separately. There are also external pockets for carrying a bottle and other essentials.Adjustable padded shoulder strapsThis backpack comes with padded shoulder straps which can be adjusted according to your size for a customized fit. Furthermore, the broad straps distribute the weight of the backpack evenly across your shoulders.Separate bottle pockethis trendy and stylish backpack from Pole Star comes with a bottle pocket which can comfortably accommodate your bottle in a secure manner. Stay active all day and travel comfortably with the help of this ergonomically designed stylish backpack.Top Padded handleThis amazing travel buddy comes with an easy to use loop handle at the top. The top Padded handle provides a secure hold while you pick up or move the backpack.Spacious zippered compartmentsThis casual backpack comes with two spacious zippered compartments which can accommodate your notebooks & Laptop and other essentials with ease. Store your umbrella, notebooks and water bottle in this spacious bag and move around comfortably all day. college to picnic, to a casual outing to camping and short trips, this bag can be your great companion everywhere. Pack your bags and ready, steady go.", B07GXYHFCY, Boldfit
https://www.amazon.in//Fur-Jaden-Charging-Waterproof-BM36_BlueZip/dp/B07MXM5M99/ref=sr_1_58?crid=2M096C61O4MLT&keywords=bags&qid=1688756252&sprefix=ba%2Caps%2C283&sr=8-58,"Fur Jaden 15.6 Inch Laptop Backpack 25 LTR Bag for School, College and Office with USB Charging Port",₹479,3.9,"10,261","The backpack features a sleek and ergonomic design with a balanced weight distribution through its straps, This makes this product a suitable alternative to bulky and unsightly backpacks, The compact design of this backpack helps you to rest it comfortably on your shoulders while accommodating all your essentials with easeUtility - Black color backpack for men for stylish office use as well as for trendy college and school students. Huge compartment size that can fit up to a 15.6 inch laptop with ease, Multiple pockets for other accessories and water bottle. Padded Handle provided on top of the bag as well as padded shoulder straps provided to ensure comfort and ease while carrying this backpack.Make - Made of extremely light weight fabric but do not let that fool you as it is one of the most durable fabrics and can easily take all the weight you stuff inside this bag comfortably.Capacity: 25 liters; Weight: 440 grams; Dimensions: 30 cms x 19 cms x 42 cms (LxWxH)Warranty: 10 Days No Questions asked Return Policy. 1 Year Manufacturer Warranty Against Manufacturing Defects.","Meticulously designed to provide a perfect fit. Offers a premium quality material that ensure durabilityWeight DistributionThis bag efficiently   distributes the weight of your internally placed belongings in a manner that   reduces the strain upon your back and shoulders. It makes the bag easier to   carry.Laptop CompartmentThis bag   has a separate compartment for the storage of your laptop. It can store a   large sized laptop up to 15.6 inches. It keeps the laptop safe and secured.Diverse UtilityThis laptop   bag is suitable for college going students, and also for office going   individuals. It is an efficient and elegant accessory that conveniently   stores your day-to-day belongings.USB Charging PortThis   laptop bag is equipped with a USB charging port hole within it. This makes it   convenient for you to charge your mobile and other electronic devices on the   go. It is easy to use.Multiple CompartmentsThis bag   has multiple pockets within it that enable you to keep your belongings in a compartmentalised   manner. This makes it easier for you to locate your essentials, and keep them   safe.CompactThough   this backpack is abundantly spacious and accommodating in nature, it is still   compact and lightweight. It is also durable and resilient. It is an ideal   storage accessory.", B07MXM5M99,Freewill  Sports  Private  Limited
https://www.amazon.in//Trajectory-Elegant-15-6-Laptop-Office/dp/B09RK6NCGC/ref=sr_1_59?crid=2M096C61O4MLT&keywords=bags&qid=1688756252&sprefix=ba%2Caps%2C283&sr=8-59,Trajectory 15.6 Inch Vegan Leather Messenger Laptop bag for men in Office for all laptop like Apple MacBook with 2 Years Warranty and Spacious Multiple Compartment with Expandable Bottom Used as Shoulder and Handbag for Men,"₹1,399",4.2,451,"PREMIUM LEATHER: We present you a Messenger bag made from Premium Grade 100% Vegan Leather. This vegan leather comes in dual tone Brown shade tone with grain pattern that is rich in taste and is perfect for men with Class.PERFECT FIT: This bag is suitable for upto 15.6 inch laptop. You get to store the laptop inside a separate 10mm Thick Padded Laptop Compartment so that you laptop stays safe from sudden shock.SPACIOUS: With 2 Large Main Compartments, 3 Medium Compartments, Inner Accessories pocket, you get plenty of space to store your day to day office things likes Laptop, books, few clothes, bottle, documents and other small essentials. Moreover, the bag is  Expandable upto additional 30% with its bottom chain giving you more space in the hour of need.TOP NOTCH CRAFTSMANSHIP: At Trajectory, we train every artisan to a degree of perfection so that you get a bag with fine stitching standards. Moreover, We use Best in Class Antique Style Hardware for providing Classic look and durability to the bag.QUALITY GUARANTEED: While amazon gives 10 days return policy, we at Trajectory give 30 days return in case of any manufacturing defect. Along with that, we provide 2 years warranty against manufacturing defect. Our Customer support team is happy to serve you, call us.","Introducing our stylish and versatile product, crafted from high-quality vegan leather that's cruelty-free. With two spacious compartments, this bag offers ample storage space to keep your belongings organized and within easy reach. And if you need even more room, the expandable storage feature at bottom allows you to expand the bag to fit even more items. This bag is designed with functionality in mind - it can easily accommodate a 15.6 inch laptop in a dedicated padded compartment, ensuring your device stays safe and secure during your commute or travel. Additionally, the bag features a durable handle that allows for comfortable carrying, even when the bag is fully loaded. For added convenience, our product also comes with detachable shoulder straps that allow you to wear it as a shoulder bag, depending on your preference. The straps are adjustable for a custom fit, ensuring maximum comfort during extended periods of wear. Finally, our bag is thoughtfully designed with multiple pockets to keep your small items organized and easily accessible. With all these features, our product is the perfect choice for anyone who needs a reliable and stylish bag that can keep up with their busy lifestyle. We are proud to say that this product is MADE IN INDIA!", B09RK6NCGC, SaiTech  IT  Private  Limited
https://www.amazon.in//Boldfit-Travel-Accessories-Purse-Mobile/dp/B0BJZQ3ZR9/ref=sr_1_60?crid=2M096C61O4MLT&keywords=bags&qid=1688756252&sprefix=ba%2Caps%2C283&sr=8-60,Boldfit Waist Bag for Men Fanny Pack for Women Fanny Pack for Men Waist Bag for Women Chest Bag for Women Waist Pouch for Men Waist Bag for Boys Waist Bags for Girls Fanny Bag - Black,₹299,4.3,831,"CHEST BAG FOR MEN: Best Gifts for Women Men, Enjoy Various Activities and Festival Hands-Free. The Fanny Pack for women is perfect for most people carry the most needed items, include phone, passport, keys, ID and other small items.LARGE CAPACITY & CONVENIENT: Our travel fanny packs is well constructed with 3 separate pockets, ideal to organize your essentials separately.MUTI-FUNCTIONAL: Our waist pouch for men is lightweight comfortable waist bag perfect for shopping, travelling, festivals, at theme parks, Great for jogging, dog walking, cycling, hiking and other outdoor activities.DURABLE MATERIAL: Waist bag for men made of best fabric, the fanny pack for men is sturdy and long-lasting usage. Our chest bag for women have smooth zippers ensure users to have quick access to the items.ADJUSTABLE STRAP: Adjustable nylon strap fits for all waist size, making the bum bag ideal for men, women and teenagers. can be carried like a pouch bag for men, crossbody bag, shoulder bag or a small sling chest bag.","Boldfit pocket bag is durable material for comfortable and long-lasting usage our fanny packs for women men are made of high quality material which is -resistant, durable and light-weight . Our mobile bag for men ensure a secure & long-lasting usage of fanny bag.", B0BJZQ3ZR9, Rama  luxury  store
https://www.amazon.in//Nivia-6853-Polyester-Basic-Duffle/dp/B07FWQ9HRV/ref=sr_1_61?crid=2M096C61O4MLT&keywords=bags&qid=1688756252&sprefix=ba%2Caps%2C283&sr=8-61,NIVIA Basic Duffle Polyester Bag/Gym Bags/Adjustable Shoulder Bag for Men/Duffle Gym Bags for Men/Fitness Bag/Carry Bags/Sports & Travel Bag/Sports Kit/Duffle Bags Travel,₹219,4,"3,630","Strong stitching at major stress points provide long-lasting durability against daily activitiesAdjustable shoulder strapMain large compartment with double zip closureHigh quality double zippers, easy to accessHighly water-resistant finish to save inner items from water splashes","Nivia Beast Polyester Gym BagNivia Ashtang Backpack BagNIVIA Sports Space Polyester Gym BagNivia Jungle Round BagNIVIA Dominator BagpackYOGA 3.0Adjustable Shoulder Strap✓✓✓✓✓✓Zip Closure✓✓✓✓✓✓Foldable✓x✓✓✓xOuter Pocket2 pockets4 pockets2 pockets3 pockets3 pockets1 pocketTop handle✓x✓✓✓✓Internal Zip Pocket✓✓xxx✓Shoe Compartmentx✓✓✓✓xPocket for Bottlex✓✓✓✓✓Yoga Mat Mount Strapxxxxx✓Water Resistance✓✓✓✓✓✓Nivia Beast Polyester Gym BagNivia Ashtang Backpack BagNIVIA Sports Space Polyester Gym BagNivia Jungle Round BagNIVIA Dominator BagpackYOGA 3.0Adjustable Shoulder Strap✓✓✓✓✓✓Zip Closure✓✓✓✓✓✓Foldable✓x✓✓✓xOuter Pocket2 pockets4 pockets2 pockets3 pockets3 pockets1 pocketTop handle✓x✓✓✓✓Internal Zip Pocket✓✓xxx✓Shoe Compartmentx✓✓✓✓xPocket for Bottlex✓✓✓✓✓Yoga Mat Mount Strapxxxxx✓Water Resistance✓✓✓✓✓✓Top Grab HandleThe top grab handles is positioned in a way that allows you to quickly grab the bag and go, without having to fumble around for the handles.Strong and durable ropesThe basic Duffle Bag has strong  and durable robe  with resistant to wear and tear, and is not easily fray or break. Also resist moisture, mildew, and UV rays.Main Compartment with reliable zipperThe main compartment of this duffle bag is the heart of the bag and  secured with a reliable zipper to ensure the safety of your belongings.Water ResistanceThe overall design of the bag is made of water-resistant polyester material , with no gaps or holes that can allow water to seep in.",B07FWQ9HRV, Wildcraft
https://www.amazon.in//Storite-Backpack-Waterproof-Dustproof-Adjustable/dp/B0C7ZWNBJZ/ref=sr_1_62?crid=2M096C61O4MLT&keywords=bags&qid=1688756252&sprefix=ba%2Caps%2C283&sr=8-62,"Storite Dust & Rain Cover for Backpack with Pouch, Waterproof Dustproof Rain Cover Bag Elastic Adjustable for School, College,Office, Trekking Bags (30L-35L,Black)",₹189,5,1,"Size- 30 to 35 litres .Durable Backpack rain cover is made of heavy-duty polyester fabric that is waterproof, dustproof, tear resistant.Waterproof material of the cover protects the backpack/luggage against water and dust (heavy rain, spills, mud and more)Elastic material around the edge of the cover, it is able to adjust the size according to different backpacks & buckle holds the cover in place for optimal protection.Each backpack rain cover has waterproof pouch to store your wet back bag rain cover, you will never be unprepared for the sudden rain shower.Perfect for school bag, backpack, daypack, overnight bag for outdoor travel, riding, climbing, hiking, cycling, commuting and so on.","What Makes Us OutstandingRain cover size: 30L-35LBackpack cover comes with a RAINPROOF STORAGE POUCH, you will never be unprepared for the sudden rain shower.You can easily re-store a wet or dirty cover after use inside the backpack by simply placing it inside the pouch.waterproof material of the cover protects the backpack/luggage against water and dust (rain, spills, mud and more)FeaturesSnug FitWaterproof ProtectionLightweight and CompactSuperior QualityTear ResistantUltimate HandyDurable ConstructionMade of strong, waterproof material offer constant protection for your backpack during rainy days. The internal Sliver PU coatingextends double the lifespanof your backpack cover.Ultimate All Cover ProtectionThe Elastic and Cross Adjustable Buckle Straps provided extra stability and 50% more coverage, make sure your backpack get fully covered, protect your backpack even in heavy wind.Durable and Long-LastingThis lightweight rain shield is long-lasting and scratch-resistant; reinforced bottom prevents damage from repeated placement on rough surfaces; neat and sturdy stitching details for added durability.Rain & Dust Cover for Backpack3 fold umbrellaMobile Pouch - 5 PackSN Shoe Bag 2 Pack BlueRedBlack Travelling Shoe Bag with Grey MeshProduct TypeRain coverUmbrellaMobile PouchShoe BagsShoe BagsColorBlackBlackAssortedBlue & RedBlackUseRain protects the backpack/luggage against water and dust (rain, spills, mud and more)Umbrella for heavy rain also protects you from harmful Ultraviolet Rays of the Sun with a UV coating inside.A simple Swivel lock access, easy to keep out water, snow, dust, sand, and dirt.Storage Travel OrganizerDaily Use Storage Travel OrganizerPack of21521Rain & Dust Cover for Backpack3 fold umbrellaMobile Pouch - 5 PackSN Shoe Bag 2 Pack BlueRedBlack Travelling Shoe Bag with Grey MeshProduct TypeRain coverUmbrellaMobile PouchShoe BagsShoe BagsColorBlackBlackAssortedBlue & RedBlackUseRain protects the backpack/luggage against water and dust (rain, spills, mud and more)Umbrella for heavy rain also protects you from harmful Ultraviolet Rays of the Sun with a UV coating inside.A simple Swivel lock access, easy to keep out water, snow, dust, sand, and dirt.Storage Travel OrganizerDaily Use Storage Travel OrganizerPack of21521", B0C7ZWNBJZ, Backpack  International  Pvt  Ltd
https://www.amazon.in//TRUE-Emperor-Anti-Theft-backpack-charging/dp/B0BYB631NR/ref=sr_1_63?crid=2M096C61O4MLT&keywords=bags&qid=1688756252&sprefix=ba%2Caps%2C283&sr=8-63,"TRUE HUMAN® Emperor Anti-Theft Pocket backpack With USB charging Port Laptop,office,college,travel bag for men and women(Epower)",₹680,3.7,134,"Care Instructions: Wipe with Dry ClothCare Instructions: Wipe with Dry ClothPREMIUM MATERIAL: Made from high quality, Premium quality smooth zippers, pullers, buckles.Superior & Durability: Made of durable and Eco-friendly water resistant oxford textile fabric,which keeps your files and stuffs dry inside. This backpack can hold up to 15.6"" laptop from most brands, but it may not be suitable for all brand 15.6"". Since there maybe exist slight size difference among different laptop brands.USB FEATURE : External USB port with built-in charging cable enables convenient charging by connecting your power bank with your electronic devices.","key featuresUSB Charging PortA USB charging connector is available on the laptop backpack, which is perfect for charging your phone or other electronic devices when in need.Multi-Level OrganizerThe backpack has a front zipper pocket for the ID card, Sanitizer,masks, House keys, Pen. First compartment with pockets for the earphones, pens, notebook, Fitness BandTrolley Strap & Anti-theft Back PocketThe insertible pull rod box design allows the bag to slide over the luggage handle for easy mobility during traveling. Comfortable airflow back ergonomics design with soft padding, gives you maximum back support. Back hidden anti theft pocket can hold your wallet, phone etc.Spacious CompartmentsComes with 2 compartments with one separate cushioned laptop sleeve to hold 15. 6 inch Laptop. Additional front zipper pockets with an organiser to store magazine, pens, key,music, cosmetic, pen, charger, powerbank, cable etc.", B0BYB631NR, Northzone
https://www.amazon.in//Wildcraft-Packs18-Laptop-Backpack-Streak/dp/B07FC4D9B5/ref=sr_1_64?crid=2M096C61O4MLT&keywords=bags&qid=1688756252&sprefix=ba%2Caps%2C283&sr=8-64,Wildcraft Work Packs'18 21 Ltrs Black Laptop Backpack (Streak Plus),"₹1,534",4.4,"1,959","Outer Material: Fabric, Color: Black; Water resistantCapacity: 21 liters; Weight: 480 grams; Dimensions: 18 inches x 13 inches x 5 inches (LxWxH)Number of compartments: 2Laptop Compatibility: Yes, Laptop Size: 15 inchesPocket Description: Utility Pocket; Closure Type: Zipper; Age Range Description: Adult; Style Name: Traditional Backpacks; Special Features: Laptop Compartment; Lining Description: NylonFits upto 15"",Side mesh pocket for water bottle","Fits upto 15 inch. Side mesh pocket for water bottle. Padded back system for carrying comfort. Webbing haul loop. Internal organizer. Material Specifications: 420D Poly Ripstop coated, 210D Nylon Poly Melange, 420D TM Poly Dobby.Black Laptop BackpackThe Wildcraft backpack is a sleek, light bag with a young-at-heart design that's perfect for school or daily travel. Made for daily use, this bag is not oversized and is meant to carry your essentials. With its trendy looks and easy to organize design, this bag is cute and suave as well as useful, to help you complete your look. Quietly stylish and durable, it features multiple compartments to help organize your stuff.DesignFeaturing padded handles and shoulder straps, zipper compartments and bottle holders, this bag comes with everything you need to tackle your daily commute.CompartmentsThis bag is designed to fit upto 15 inch laptops. It features a side mesh pocket for water bottle, a padded back  system for carrying comfort, webbing haul loop and an internal organizer.MaterialThe fibre material is widely popular on account of its durability and toughness. Made of fibres that do not wear down quickly even with daily use and it is resistant to wrinkling and shrinking. The light weight feel of the material also makes it a very in-demand material for backpacks.", B07FC4D9B5, Arctic  Fox
https://www.amazon.in//Urban-Tribe-Laptop-Backpack-Havana/dp/B01LXNNFDF/ref=sr_1_65?crid=2M096C61O4MLT&keywords=bags&qid=1688756349&sprefix=ba%2Caps%2C283&sr=8-65,"URBAN TRIBE Havana Laptop Backpack for Men & Women | Laptop Bag 15.6 inch | Office Work/Casual/College Bag | Black, 27L",₹939,3.9,773,"Laptop Compatibility: Yes, Laptop size: 15.6 inchesOuter Material: Polyester, Color: BlackWater Resistance: Water resistantDimensions: 33 cms x 17.5 cms x 47 cms (LxWxH)Warranty type: Manufacturer; 12 months warranty against manufacturing defects","Ergonomically   DesignedThe Laptop Bag by Urban Tribe is a   well structured and ergonomically designed. It is has spacious compartments   as well as an anti-clutter mobile phone charging compartment. The bag is very   handy and provides comfort to the user. Carry it in style.Extra   Charging CompartmentThe bag has a separate mobile   phone charging compartment to give you an anti-clutter experience while you   charge your phone.Spacious   CompartmentThe bag has a spacious main   compartment where you can carry your belongings such as your notebooks, pens, laptop, mobile etc. It is perfect for college going students who are looking for design and functionality, all in a single bag.Withstand   heavy weightThe bag is made of Polyester,   making it durable and resistant to water, wear-and-tear thus making it sturdy enough to withstand heavy weight. Carry your laptop, books, mobile, wallet etc. with this bag all at once.", B01LXNNFDF, WildHorn
https://www.amazon.in//NORTH-ZONE-Lightweight-Backpacks-Stylish/dp/B0BL3SPN16/ref=sr_1_66?crid=2M096C61O4MLT&keywords=bags&qid=1688756349&sprefix=ba%2Caps%2C283&sr=8-66,NORTH ZONE Lightweight school bags Backpacks for Boys Girls Stylish men and women Casual Travel Laptop Bag College office,₹568,3.9,793,"Care Instructions: Hand Wash OnlyCOMPATIBLE WITH 15.6 INCH LAPTOP”: The Northzone Backpack fits up to 15.6 inch laptop. Dimensions: 34cm x 15cm x 45.5cm; Weight: 499gHIGH QUALITY, DURABLE AND WATER REPELLANT FABRIC”: This backpack features in durable snow yarn polyester fabric and streamlined design with a padded interior to protect notebooks and important itemsCONVENIENT TRAVEL"" Adjustable shoulder strap and padded laptop compartment together with a quilted back panel make it comfortable for all-day useCONVENIENTLY PLACED PADDED LAPTOP COMPARTMENTS AND POCKETS: The padded interior helps protect notebooks and important items. Quick access zippered front pocket for added storage. A quilted back panel make it comfortable for all-day use.HIGH QUALITY, CASUAL YET STYLISH DESIGN"": very attractive and perfect for school, travel and outdoor activities. The perfect backpack for those needing stylish all-day protection for their laptop.","If you carry your laptop to and from work, then this laptop bag from Northzone will definitely make travelling easier. Compatibility This backpack can fit a 38.1 cm laptop comfortably. Compartments This bag has three spacious compartments to store the laptop, charger, external devices, and other accessories with ease. Pockets The two mesh pockets on either sides of this black and blue backpack allow you to store a water bottle, ID card and other knick-knacks, so you can access them easily.", B0BL3SPN16, ADISA
https://www.amazon.in//Arctic-Fox-Liters-String-Backpack/dp/B08L6Q9V1H/ref=sr_1_67?crid=2M096C61O4MLT&keywords=bags&qid=1688756349&sprefix=ba%2Caps%2C283&sr=8-67,Arctic Fox 15 Liters Draw String Bag Lavender Backpack,₹229,4.3,"3,342",Care Instructions: Hand Wash OnlyCompartments : 1 Compartment and 1 front pocket :: Zipper : #5 SBS Nylon Zipper and Runner Puller,"Water Repellent FabricAll our Arctic Fox bags are fabricated with water-repellent fabrics. The drawstring backpack is constructed with 600D Oxford PU-coated fabric.Grab HandleGrab a handle to make carrying the bag comfortable and handier for your travel.One CompartmentThe bag has one main, spacious and well-organized compartment apart from the quick-access front pocket.Premium BrandingArctic fox branding is given on the front to add to the bag's aesthetics.Brand LogoArctic Fox customized logos are designed extensively to enhance the appearance andimpression of the backpack, making you ultra stylish on the go.Quick access pocketThe quick access front zipper pouch compartment can be used to store frequently required essentials like napkins, keys, phones, gadgets, and so on for quick accessibility as well as the organization of things.", B08L6Q9V1H, URBAN  CARRIER
